#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,"Crédito inicial 2017","Modificaciones 2017","Credito definitivo 2017","Obligado 2017"
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22602,ATENCIONES PROTOCALARIAS Y REPRESENTATIVAS,110,9,2,1000,0,1000,11979
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22603,PUBLICIDAD Y PROPAGANDA,110,9,2,20000,0,20000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22605,REUNIONES Y CONFERENCIAS,110,9,2,11000,0,11000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22607,CUOTAS PARTICIPACION EN OTROS ENTES,110,9,2,240000,0,240000,229069.89
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22699,OTROS GASTOS DIVERSOS,110,9,2,2000,10000,12000,6217.6
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22704,CONTRATOS SOCIO-CULTURALES,110,9,2,3000,0,3000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22707,ESTUDIOS Y TRABAJOS TECNICOS,110,9,2,248000,80000,328000,54516.8
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22712,SERVICIOS INFORMATICOS,110,9,2,122000,0,122000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22713,PRESTACIONES DE SERVICIOS DE COMUNICACIÓN E IMAGEN,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22717,SERVICIOS DE AGENCIAS DE VIAJES,110,9,2,9000,1000,10000,3426.45
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22720,SERVICIOS DE TRADUCCION E INTERPRETES,110,9,2,11500,0,11500,5134.98
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22723,SERVICIOS DE ILUMINACIÓN Y SONIDO,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22799,OTROS TRABAJOS REALIZADOS POR EMPRESAS EXTERNAS,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",110,9,2,10000,0,10000,13000
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,23999,OTRAS INDEMNIZACIONES,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,64301,"INVESTIGACIONES, ESTUDIOS Y PROYECTOS",110,9,6,20000,0,20000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,64401,APLICACIONES INFORMÁTICAS,110,9,6,105000,0,105000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,10001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,110,9,1,843262,0,843262,291768.27
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,110,9,1,475642,0,475642,160218.45
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,16001,SEGURIDAD SOCIAL,110,9,1,320384,0,320384,67848.61
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22002,"PRENSA, REVISTA, LIBROS Y OTRAS PUBLICACIONES",110,9,2,20500,0,20500,6331.82
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22104,SUMINISTRO DE COMBUSTIBLES Y CARBURANTES,110,9,2,900,0,900,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22199,OTROS SUMINISTROS,110,9,2,1000,0,1000,718.36
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22602,ATENCIONES PROTOCALARIAS Y REPRESENTATIVAS,110,9,2,40000,0,40000,299.2
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22699,OTROS GASTOS DIVERSOS,110,9,2,3000,0,3000,2332.31
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22717,SERVICIOS DE AGENCIAS DE VIAJES,110,9,2,18000,0,18000,4611.23
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22754,SERVICIOS DE FORMACION Y APRENDIZAJE,110,9,2,3000,0,3000,2028
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,23101,"DIETAS, LOCOMOCION Y TRASLADO DE ALTOS CARGOS",110,9,2,56000,0,56000,56000
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,48101,TRANSFERENCIAS CORRIENTES A GRUPOS POLITICOS MUNICIPALES,110,9,4,527100,0,527100,219625
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,110,9,1,89171,0,89171,37033.82
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,110,9,1,703096,0,703096,247361.84
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12101,COMPLEMENTO DE DESTINO,110,9,1,313370,0,313370,145491.06
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12102,COMPLEMENTO ESPECIFICO,110,9,1,816318,0,816318,389895.45
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,103585,0,103585,55359.09
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12104,GRATIFICACIONES,110,9,1,42396,0,42396,13382.42
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,110,9,1,0,0,0,34515.89
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,16001,SEGURIDAD SOCIAL,110,9,1,412475,0,412475,122703.42
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,16004,CUOTAS ELKARKIDETZA,110,9,1,33461,0,33461,13750.69
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,16005,ASISTENCIA MEDICO-FARMACEUTICA,110,9,1,2425000,0,2425000,848431.33
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,16201,FORMACION DE FUNCIONARIOS Y PERSONAL NO LABORAL,110,9,1,400000,0,400000,52731
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,20101,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,110,9,2,5700,0,5700,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,21501,CONSERVACION EQUIPAMIENTO PARA PROCESOS DE LA INFORMACION,110,9,2,1000,0,1000,1555.4
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,21901,CONSERVACION DE OTRO INMOVILIZADO MATERIAL,110,9,2,14000,0,14000,7133.34
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22108,SUMINISTRO DE PRODUCTOS FARMACEUTICOS Y HEMODERIVADOS,110,9,2,3500,0,3500,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22112,SUMINISTRO DE MATERIAL SANITARIO,110,9,2,8000,0,8000,4108.32
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22199,OTROS SUMINISTROS,110,9,2,5000,0,5000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22603,PUBLICIDAD Y PROPAGANDA,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22604,GASTOS JURIDICOS,110,9,2,1500,0,1500,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22610,INDEMNIZACIONES,110,9,2,2500,0,2500,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22699,OTROS GASTOS DIVERSOS,110,9,2,5000,0,5000,1500
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22707,ESTUDIOS Y TRABAJOS TECNICOS,110,9,2,15000,0,15000,440
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22712,SERVICIOS INFORMATICOS,110,9,2,80000,0,80000,29813.73
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22721,SERVICIOS DE LIMPIEZA Y ASEO,110,9,2,2100,0,2100,67.11
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,23901,OTRAS INDEMNIZACIONES. ASISTENCIA TRIBUNALES,110,9,2,6000,0,6000,252
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,62599,OTROS ENSERES DESTINADOS AL SERVICIO PUBLICO,110,9,6,4000,0,4000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,62901,OTRAS INVERSIONES DESTINADAS AL SERVICIO PUBLICO,110,9,6,10000,0,10000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,64401,APLICACIONES INFORMÁTICAS,110,9,6,70000,0,70000,5962.88
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,83301,CONCESION DE ANTICIPOS A LARGO PLAZO AL PERSONAL,110,9,8,400000,0,400000,67536.7
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,20501,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,110,9,2,275000,18500,293500,59840.55
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,22003,MATERIAL INFORMATICO NO INVENTARIABLE,110,9,2,694675,0,694675,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,22712,SERVICIOS INFORMATICOS,110,9,2,7677725,220000,7897725,2760000
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,62601,EQUIPOS PARA PROCESOS DE INFORMACION DESTINADOS AL SERVICIO PUBLICO,110,9,6,0,0,0,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,62609,EQUIPOS PARA PROCESOS DE INFORMACION DESTINADOS AL SERVICIO PÚBLICO (ENTES DEL GRUPO),110,9,6,55000,0,55000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,73307,TRANSFERENCIAS DE CAPITAL A CIMUBISA,110,9,7,950000,363000,1313000,142963.92
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,110,9,1,2127580,0,2127580,545140.34
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12101,COMPLEMENTO DE DESTINO,110,9,1,682266,0,682266,262985.12
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12102,COMPLEMENTO ESPECIFICO,110,9,1,2775736,0,2775736,1076906.24
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,429797,0,429797,152682.59
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12104,GRATIFICACIONES,110,9,1,3629,0,3629,53654.5
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,110,9,1,0,0,0,122979.91
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,16001,SEGURIDAD SOCIAL,110,9,1,1616270,0,1616270,379788.95
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,16004,CUOTAS ELKARKIDETZA,110,9,1,88350,0,88350,30461.8
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22699,OTROS GASTOS DIVERSOS,110,9,2,4000,0,4000,1500
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9291,CRÉDITO GLOBAL PARA GASTOS DE PERSONAL,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,1750000,0,1750000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9291,CRÉDITO GLOBAL PARA GASTOS DE PERSONAL,12104,GRATIFICACIONES,110,9,1,1125900,0,1125900,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,110,9,1,76641,0,76641,31813.59
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,110,9,1,82266,0,82266,25974.48
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12101,COMPLEMENTO DE DESTINO,110,9,1,35724,0,35724,15719.63
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12102,COMPLEMENTO ESPECIFICO,110,9,1,91429,0,91429,41133.31
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,8622,0,8622,3591.15
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,110,9,1,0,0,0,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,16001,SEGURIDAD SOCIAL,110,9,1,67915,0,67915,18513.75
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,16004,CUOTAS ELKARKIDETZA,110,9,1,3968,0,3968,1426.9
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,22199,OTROS SUMINISTROS,110,9,2,400,0,400,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,22603,PUBLICIDAD Y PROPAGANDA,110,9,2,17000,0,17000,10695.23
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,22699,OTROS GASTOS DIVERSOS,110,9,2,5300,0,5300,300
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,22717,SERVICIOS DE AGENCIAS DE VIAJES,110,9,2,600,0,600,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",110,9,2,700,0,700,0
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",2411,APOYO AL EMPLEO,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,2,4,15330000,0,15330000,6397067.74
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",2411,APOYO AL EMPLEO,73203,TRANSFERENCIAS DE CAPITAL A BILBAO EKINTZA,120,2,7,350000,70153.67,420153.67,0
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",4321,PROMOCIÓN Y APOYO AL TURISMO,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,4,4,2830000,0,2830000,1415000
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",4391,PROMOCIÓN DE LA CIUDAD,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,4,4,5219800,0,5219800,2404799.2
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9121,APOYO AL GOBIERNO MUNICIPAL,10001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,120,9,1,69986,0,69986,29160.45
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9121,APOYO AL GOBIERNO MUNICIPAL,16001,SEGURIDAD SOCIAL,120,9,1,14314,0,14314,3663.03
130,ECONOMÍA Y HACIENDA,0111,DEUDA PÚBLICA,33201,INTERESES DE PRESTAMOS DEL INTERIOR LARGO PLAZO,130,0,3,60000,0,60000,0
130,ECONOMÍA Y HACIENDA,1511,PLANEAMIENTO URBANÍSTICO,83202,CONCESION DE ANTICIPOS Y PRESTAMOS A L/P DEL RESTO DEL SECTOR PUBLICO,130,1,8,1500000,0,1500000,0
130,ECONOMÍA Y HACIENDA,1514,REHABILITACIÓN DE LOS ESPACIOS DEGRADADOS,64301,"INVESTIGACIONES, ESTUDIOS Y PROYECTOS",130,1,6,20000,0,20000,0
130,ECONOMÍA Y HACIENDA,1514,REHABILITACIÓN DE LOS ESPACIOS DEGRADADOS,68001,TERRENOS Y BIENES NATURALES PATRIMONIALES,130,1,6,3380000,0,3380000,1126327.18
130,ECONOMÍA Y HACIENDA,1611,ABASTECIMIENTO DE AGUAS,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,1,2,332000,0,332000,74246.31
130,ECONOMÍA Y HACIENDA,1611,ABASTECIMIENTO DE AGUAS,22102,SUMINISTRO DE AGUA,130,1,2,2500000,0,2500000,645582.55
130,ECONOMÍA Y HACIENDA,1651,ALUMBRADO PÚBLICO,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,1,2,4648000,0,4648000,1257732.35
130,ECONOMÍA Y HACIENDA,3231,FUNCIONA.CTROS.ENSEÑANZA INFANTIL/PRIMARIA/ESPECIA,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,3,2,1245000,0,1245000,336892.6
130,ECONOMÍA Y HACIENDA,9202,GESTIÓN DE LOS RECURSOS HUMANOS,16205,SEGUROS DE FUNCIONARIOS Y PERSONAL NO LABORAL,130,9,1,1300000,0,1300000,0
130,ECONOMÍA Y HACIENDA,9202,GESTIÓN DE LOS RECURSOS HUMANOS,22707,ESTUDIOS Y TRABAJOS TECNICOS,130,9,2,5000,0,5000,0
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,20901,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,130,9,2,16500,0,16500,0
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,64409,APLICACIONES INFORMÁTICAS (ENTES DEL GRUPO),130,9,6,150000,0,150000,122387.87
