#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Crédito inicial 2017,Modificaciones 2017,Credito definitivo 2017,Obligado 2017
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22723,SERVICIOS DE ILUMINACIÓN Y SONIDO,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,22799,OTROS TRABAJOS REALIZADOS POR EMPRESAS EXTERNAS,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",110,9,2,10000,1000,11000,13000
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,23999,OTRAS INDEMNIZACIONES,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,64301,"INVESTIGACIONES, ESTUDIOS Y PROYECTOS",110,9,6,20000,0,20000,4840
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,64401,APLICACIONES INFORMÁTICAS,110,9,6,105000,0,105000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9121,APOYO AL GOBIERNO MUNICIPAL,64901,#N/A,110,9,6,0,0,0,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,10001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,110,9,1,843262,0,843262,530300.75
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,110,9,1,475642,0,475642,284555.61
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,16001,SEGURIDAD SOCIAL,110,9,1,320384,0,320384,160638.53
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22002,"PRENSA, REVISTA, LIBROS Y OTRAS PUBLICACIONES",110,9,2,20500,0,20500,12920.83
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22104,SUMINISTRO DE COMBUSTIBLES Y CARBURANTES,110,9,2,900,0,900,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22199,OTROS SUMINISTROS,110,9,2,1000,0,1000,1388.37
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22602,ATENCIONES PROTOCALARIAS Y REPRESENTATIVAS,110,9,2,40000,0,40000,299.2
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22699,OTROS GASTOS DIVERSOS,110,9,2,3000,0,3000,4094.02
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22717,SERVICIOS DE AGENCIAS DE VIAJES,110,9,2,18000,0,18000,9033.45
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22754,SERVICIOS DE FORMACION Y APRENDIZAJE,110,9,2,3000,0,3000,3389
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,23101,"DIETAS, LOCOMOCION Y TRASLADO DE ALTOS CARGOS",110,9,2,56000,0,56000,56000
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,48101,TRANSFERENCIAS CORRIENTES A GRUPOS POLITICOS MUNICIPALES,110,9,4,527100,0,527100,395325
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,110,9,1,89171,0,89171,67426.9
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,110,9,1,703096,0,703096,529793.39
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12101,COMPLEMENTO DE DESTINO,110,9,1,313370,0,313370,314783.48
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12102,COMPLEMENTO ESPECIFICO,110,9,1,816318,0,816318,833796.3
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,103585,0,103585,108213.61
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12104,GRATIFICACIONES,110,9,1,42396,0,42396,86683.36
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,110,9,1,0,0,0,67895.03
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,16001,SEGURIDAD SOCIAL,110,9,1,412475,0,412475,325047.43
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,16004,CUOTAS ELKARKIDETZA,110,9,1,33461,0,33461,29962.01
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,16005,ASISTENCIA MEDICO-FARMACEUTICA,110,9,1,2425000,0,2425000,1572922.86
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,16201,FORMACION DE FUNCIONARIOS Y PERSONAL NO LABORAL,110,9,1,400000,0,400000,121364.33
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,20101,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,110,9,2,5700,0,5700,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,21501,CONSERVACION EQUIPAMIENTO PARA PROCESOS DE LA INFORMACION,110,9,2,1000,0,1000,3110.8
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,21901,CONSERVACION DE OTRO INMOVILIZADO MATERIAL,110,9,2,14000,0,14000,7133.34
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22108,SUMINISTRO DE PRODUCTOS FARMACEUTICOS Y HEMODERIVADOS,110,9,2,3500,0,3500,2247.82
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22112,SUMINISTRO DE MATERIAL SANITARIO,110,9,2,8000,0,8000,5444.74
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22199,OTROS SUMINISTROS,110,9,2,5000,0,5000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22603,PUBLICIDAD Y PROPAGANDA,110,9,2,1000,0,1000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22604,GASTOS JURIDICOS,110,9,2,1500,0,1500,572.4
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22610,INDEMNIZACIONES,110,9,2,2500,0,2500,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22699,OTROS GASTOS DIVERSOS,110,9,2,5000,0,5000,2685.8
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22707,ESTUDIOS Y TRABAJOS TECNICOS,110,9,2,15000,0,15000,5594.6
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22712,SERVICIOS INFORMATICOS,110,9,2,80000,0,80000,50571.43
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,22721,SERVICIOS DE LIMPIEZA Y ASEO,110,9,2,2100,0,2100,67.11
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,23901,OTRAS INDEMNIZACIONES. ASISTENCIA TRIBUNALES,110,9,2,6000,0,6000,252
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,62599,OTROS ENSERES DESTINADOS AL SERVICIO PUBLICO,110,9,6,4000,0,4000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,62901,OTRAS INVERSIONES DESTINADAS AL SERVICIO PUBLICO,110,9,6,10000,0,10000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,64401,APLICACIONES INFORMÁTICAS,110,9,6,70000,0,70000,8921.63
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9202,GESTIÓN DE LOS RECURSOS HUMANOS,83301,CONCESION DE ANTICIPOS A LARGO PLAZO AL PERSONAL,110,9,8,400000,0,400000,110356.7
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,20501,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,110,9,2,275000,18500,293500,139627.95
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,22003,MATERIAL INFORMATICO NO INVENTARIABLE,110,9,2,694675,0,694675,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,22712,SERVICIOS INFORMATICOS,110,9,2,7677725,252600,7930325,5560000
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,62601,EQUIPOS PARA PROCESOS DE INFORMACION DESTINADOS AL SERVICIO PUBLICO,110,9,6,0,0,0,29757.31
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,62609,EQUIPOS PARA PROCESOS DE INFORMACION DESTINADOS AL SERVICIO PÚBLICO (ENTES DEL GRUPO),110,9,6,55000,0,55000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,73307,TRANSFERENCIAS DE CAPITAL A CIMUBISA,110,9,7,950000,1203950,2153950,149794.29
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,110,9,1,2127580,0,2127580,1072689.15
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12101,COMPLEMENTO DE DESTINO,110,9,1,682266,0,682266,515215.97
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12102,COMPLEMENTO ESPECIFICO,110,9,1,2775736,0,2775736,2061468.38
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,429797,0,429797,272837.15
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12104,GRATIFICACIONES,110,9,1,3629,0,3629,128170.48
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,110,9,1,0,0,0,210212.26
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,16001,SEGURIDAD SOCIAL,110,9,1,1616270,0,1616270,856630.22
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,16004,CUOTAS ELKARKIDETZA,110,9,1,88350,0,88350,59147.8
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22699,OTROS GASTOS DIVERSOS,110,9,2,4000,0,4000,1500
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9291,CRÉDITO GLOBAL PARA GASTOS DE PERSONAL,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,1750000,0,1750000,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9291,CRÉDITO GLOBAL PARA GASTOS DE PERSONAL,12104,GRATIFICACIONES,110,9,1,1125900,0,1125900,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,110,9,1,76641,0,76641,58003.14
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,110,9,1,82266,0,82266,53381.19
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12101,COMPLEMENTO DE DESTINO,110,9,1,35724,0,35724,33530.3
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12102,COMPLEMENTO ESPECIFICO,110,9,1,91429,0,91429,82973.72
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,8622,0,8622,6884.96
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,110,9,1,0,0,0,817.04
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,16001,SEGURIDAD SOCIAL,110,9,1,67915,0,67915,41035.48
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,16004,CUOTAS ELKARKIDETZA,110,9,1,3968,0,3968,2853.8
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,22199,OTROS SUMINISTROS,110,9,2,400,0,400,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,22603,PUBLICIDAD Y PROPAGANDA,110,9,2,17000,0,17000,19579.88
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,22699,OTROS GASTOS DIVERSOS,110,9,2,5300,0,5300,300
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,22717,SERVICIOS DE AGENCIAS DE VIAJES,110,9,2,600,0,600,0
110,"ALCALDÍA, CONTRATACIÓN Y RECURSOS HUMANOS",9313,CONTRATACIÓN,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",110,9,2,700,0,700,0
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",2411,APOYO AL EMPLEO,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,2,4,15330000,0,15330000,11604959.33
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",2411,APOYO AL EMPLEO,73203,TRANSFERENCIAS DE CAPITAL A BILBAO EKINTZA,120,2,7,350000,70153.67,420153.67,207040.93
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",4321,PROMOCIÓN Y APOYO AL TURISMO,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,4,4,2830000,0,2830000,2122500
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",4391,PROMOCIÓN DE LA CIUDAD,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,4,4,5219800,0,5219800,3519532
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9121,APOYO AL GOBIERNO MUNICIPAL,10001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,120,9,1,69986,0,69986,53013.69
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9121,APOYO AL GOBIERNO MUNICIPAL,16001,SEGURIDAD SOCIAL,120,9,1,14314,0,14314,8547.07
130,ECONOMÍA Y HACIENDA,0111,DEUDA PÚBLICA,33201,INTERESES DE PRESTAMOS DEL INTERIOR LARGO PLAZO,130,0,3,60000,0,60000,0
130,ECONOMÍA Y HACIENDA,1511,PLANEAMIENTO URBANÍSTICO,83202,CONCESION DE ANTICIPOS Y PRESTAMOS A L/P DEL RESTO DEL SECTOR PUBLICO,130,1,8,1500000,-350000,1150000,899820
130,ECONOMÍA Y HACIENDA,1514,REHABILITACIÓN DE LOS ESPACIOS DEGRADADOS,64301,"INVESTIGACIONES, ESTUDIOS Y PROYECTOS",130,1,6,20000,0,20000,0
130,ECONOMÍA Y HACIENDA,1514,REHABILITACIÓN DE LOS ESPACIOS DEGRADADOS,68001,TERRENOS Y BIENES NATURALES PATRIMONIALES,130,1,6,3380000,235638.82,3615638.82,1126327.18
130,ECONOMÍA Y HACIENDA,1611,ABASTECIMIENTO DE AGUAS,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,1,2,332000,0,332000,130176.41
130,ECONOMÍA Y HACIENDA,1611,ABASTECIMIENTO DE AGUAS,22102,SUMINISTRO DE AGUA,130,1,2,2500000,0,2500000,1459512.17
130,ECONOMÍA Y HACIENDA,1651,ALUMBRADO PÚBLICO,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,1,2,4648000,-53192,4594808,2205187.96
130,ECONOMÍA Y HACIENDA,3231,FUNCIONA.CTROS.ENSEÑANZA INFANTIL/PRIMARIA/ESPECIA,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,3,2,1245000,0,1245000,590675.36
130,ECONOMÍA Y HACIENDA,9202,GESTIÓN DE LOS RECURSOS HUMANOS,16205,SEGUROS DE FUNCIONARIOS Y PERSONAL NO LABORAL,130,9,1,1300000,0,1300000,1090992.83
130,ECONOMÍA Y HACIENDA,9202,GESTIÓN DE LOS RECURSOS HUMANOS,22707,ESTUDIOS Y TRABAJOS TECNICOS,130,9,2,5000,0,5000,0
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,20901,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,130,9,2,16500,0,16500,0
