#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,"Crédito inicial 2015","Modificaciones 2015","Credito definitivo 2015","Obligado 2015"
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,22713,PRESTACIONES DE SERVICIOS DE COMUNICACIÓN E IMAGEN,110,9,2,1000,0,1000,0
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,22717,SERVICIOS DE AGENCIAS DE VIAJES,110,9,2,7000,1500,8500,3717.7
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,22720,SERVICIOS DE TRADUCCION E INTERPRETES,110,9,2,8500,0,8500,4381.15
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,22722,SERVICIOS PRESTADOS POR AZKUNA ZENTROA,110,9,2,3000,0,3000,3149.07
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,22723,SERVICIOS DE ILUMINACIÓN Y SONIDO,110,9,2,1000,0,1000,0
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,22799,OTROS TRABAJOS REALIZADOS POR EMPRESAS EXTERNAS,110,9,2,1000,0,1000,0
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",110,9,2,12000,500,12500,12500
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,23999,OTRAS INDEMNIZACIONES,110,9,2,1000,0,1000,0
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,62599,OTROS ENSERES DESTINADOS AL SERVICIO PUBLICO,110,9,6,0,7815,7815,7785.24
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,62601,EQUIPOS PARA PROCESOS DE INFORMACION DESTINADOS AL SERVICIO PUBLICO,110,9,6,0,2200,2200,2165.75
110,ALCALDÍA Y CONTRATACIÓN,9121,APOYO AL GOBIERNO MUNICIPAL,64301,"INVESTIGACIONES, ESTUDIOS Y PROYECTOS",110,9,6,20000,1780,21780,21780
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,10001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,110,9,1,681656,0,681656,705280.05
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,110,9,1,439509,0,439509,375012.31
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,16001,SEGURIDAD SOCIAL,110,9,1,305958,0,305958,294468.98
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22002,"PRENSA, REVISTA, LIBROS Y OTRAS PUBLICACIONES",110,9,2,20500,0,20500,21775.79
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22104,SUMINISTRO DE COMBUSTIBLES Y CARBURANTES,110,9,2,0,0,0,199.45
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22199,OTROS SUMINISTROS,110,9,2,1900,0,1900,859.6
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22602,ATENCIONES PROTOCALARIAS Y REPRESENTATIVAS,110,9,2,95000,0,95000,42252
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22699,OTROS GASTOS DIVERSOS,110,9,2,3000,0,3000,2707.74
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22717,SERVICIOS DE AGENCIAS DE VIAJES,110,9,2,18000,0,18000,12840.16
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,22754,SERVICIOS DE FORMACION Y APRENDIZAJE,110,9,2,3000,0,3000,1326
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,23101,"DIETAS, LOCOMOCION Y TRASLADO DE ALTOS CARGOS",110,9,2,56050,0,56050,56050
110,ALCALDÍA Y CONTRATACIÓN,9122,GRUPOS POLÍTICOS Y CARGOS ELECTOS,48101,TRANSFERENCIAS CORRIENTES A GRUPOS POLITICOS MUNICIPALES,110,9,4,484600,23319.72,507919.72,507919.72
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,11001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL PERSONAL EVENTUAL DE GABINETES,110,9,1,76969,0,76969,80147.37
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,110,9,1,79589,0,79589,64203.02
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,12101,COMPLEMENTO DE DESTINO,110,9,1,35372,0,35372,39253.56
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,12102,COMPLEMENTO ESPECIFICO,110,9,1,90525,0,90525,96969.32
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,12103,COMPLEMENTO DE PRODUCTIVIDAD,110,9,1,7654,0,7654,10293.37
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,12104,GRATIFICACIONES,110,9,1,0,0,0,1304.45
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,110,9,1,0,0,0,7045.38
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,16001,SEGURIDAD SOCIAL,110,9,1,67919,0,67919,62288.15
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,16004,CUOTAS ELKARKIDETZA,110,9,1,2272,0,2272,2271.92
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,22199,OTROS SUMINISTROS,110,9,2,400,0,400,0
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,22603,PUBLICIDAD Y PROPAGANDA,110,9,2,17000,0,17000,13605.07
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,22699,OTROS GASTOS DIVERSOS,110,9,2,5300,0,5300,66.35
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,22717,SERVICIOS DE AGENCIAS DE VIAJES,110,9,2,600,0,600,0
110,ALCALDÍA Y CONTRATACIÓN,9313,CONTRATACIÓN,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",110,9,2,700,0,700,82.25
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",2411,APOYO AL EMPLEO,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,2,4,12060000,3959967.02,16019967.02,16019967.02
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",2411,APOYO AL EMPLEO,73203,TRANSFERENCIAS DE CAPITAL A BILBAO EKINTZA,120,2,7,1050000,0,1050000,1050000
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",4321,PROMOCIÓN Y APOYO AL TURISMO,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,4,4,2930000,0,2930000,2930000
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",4321,PROMOCIÓN Y APOYO AL TURISMO,73203,TRANSFERENCIAS DE CAPITAL A BILBAO EKINTZA,120,4,7,150000,0,150000,0
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",4391,PROMOCIÓN DE LA CIUDAD,43203,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,120,4,4,5419800,22260,5442060,5434960.04
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9121,APOYO AL GOBIERNO MUNICIPAL,10001,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,120,9,1,0,0,0,38110.71
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9121,APOYO AL GOBIERNO MUNICIPAL,16001,SEGURIDAD SOCIAL,120,9,1,0,0,0,9615.55
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9241,PARTICIPACION CIUDADANA,20901,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,120,9,2,1000,0,1000,968
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9241,PARTICIPACION CIUDADANA,22199,OTROS SUMINISTROS,120,9,2,1000,0,1000,0
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9241,PARTICIPACION CIUDADANA,22603,PUBLICIDAD Y PROPAGANDA,120,9,2,14000,0,14000,14990.58
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9241,PARTICIPACION CIUDADANA,22699,OTROS GASTOS DIVERSOS,120,9,2,1000,0,1000,500
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9241,PARTICIPACION CIUDADANA,22704,CONTRATOS SOCIO-CULTURALES,120,9,2,29000,0,29000,26726
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9241,PARTICIPACION CIUDADANA,22707,ESTUDIOS Y TRABAJOS TECNICOS,120,9,2,22000,0,22000,23401.4
120,"DESARROLLO ECONÓMICO, COMERCIO Y EMPLEO",9241,PARTICIPACION CIUDADANA,48099,OTRAS TRANSFERENCIAS CORRIENTES A FAMILIAS,120,9,4,600,0,600,400
130,ECONOMÍA Y HACIENDA,1511,PLANEAMIENTO URBANÍSTICO,83202,CONCESION DE ANTICIPOS Y PRESTAMOS A L/P DEL RESTO DEL SECTOR PUBLICO,130,1,8,0,1349730,1349730,1349730
130,ECONOMÍA Y HACIENDA,1514,REHABILITACIÓN DE LOS ESPACIOS DEGRADADOS,64301,"INVESTIGACIONES, ESTUDIOS Y PROYECTOS",130,1,6,15000,0,15000,0
130,ECONOMÍA Y HACIENDA,1514,REHABILITACIÓN DE LOS ESPACIOS DEGRADADOS,68001,TERRENOS Y BIENES NATURALES PATRIMONIALES,130,1,6,3300000,0,3300000,3315000
130,ECONOMÍA Y HACIENDA,1611,ABASTECIMIENTO DE AGUAS,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,1,2,368000,0,368000,231351.52
130,ECONOMÍA Y HACIENDA,1611,ABASTECIMIENTO DE AGUAS,22102,SUMINISTRO DE AGUA,130,1,2,3633000,-1051737.86,2581262.14,2275792.61
130,ECONOMÍA Y HACIENDA,1651,ALUMBRADO PÚBLICO,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,1,2,5152000,0,5152000,3919094.57
130,ECONOMÍA Y HACIENDA,3231,FUNCIONA.CTROS.ENSEÑANZA INFANTIL/PRIMARIA/ESPECIA,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,3,2,1380000,0,1380000,1049757.49
130,ECONOMÍA Y HACIENDA,9202,GESTIÓN DE LOS RECURSOS HUMANOS,16205,SEGUROS DE FUNCIONARIOS Y PERSONAL NO LABORAL,130,9,1,820000,0,820000,895070.81
130,ECONOMÍA Y HACIENDA,9202,GESTIÓN DE LOS RECURSOS HUMANOS,22707,ESTUDIOS Y TRABAJOS TECNICOS,130,9,2,8000,0,8000,0
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,130,9,1,1627,0,1627,517.27
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,12101,COMPLEMENTO DE DESTINO,130,9,1,673,0,673,281.82
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,12102,COMPLEMENTO ESPECIFICO,130,9,1,1787,0,1787,562.08
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,16001,SEGURIDAD SOCIAL,130,9,1,1033,0,1033,0
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,20501,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,130,9,2,400000,0,400000,120346
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,20901,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,130,9,2,16360,0,16360,16352.88
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,22003,MATERIAL INFORMATICO NO INVENTARIABLE,130,9,2,616000,0,616000,614784.69
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,22712,SERVICIOS INFORMATICOS,130,9,2,7943440,0,7943440,7118106.43
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,62601,EQUIPOS PARA PROCESOS DE INFORMACION DESTINADOS AL SERVICIO PUBLICO,130,9,6,55000,0,55000,44843.82
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,64501,APLICACIONES INFORMÁTICAS,130,9,6,931200,0,931200,230298.55
130,ECONOMÍA Y HACIENDA,9204,SERVICIOS DE TRATAMIENTO DE LA INFORMACIÓN,73307,TRANSFERENCIAS DE CAPITAL A CIMUBISA,130,9,7,1160000,-200000,960000,306033.06
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,130,9,1,285117,0,285117,219751.64
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12101,COMPLEMENTO DE DESTINO,130,9,1,102533,0,102533,117333.46
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12102,COMPLEMENTO ESPECIFICO,130,9,1,367262,0,367262,377975.64
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12103,COMPLEMENTO DE PRODUCTIVIDAD,130,9,1,47985,0,47985,57619.14
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12104,GRATIFICACIONES,130,9,1,1802,0,1802,1675.22
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,130,9,1,0,0,0,17736.88
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,16001,SEGURIDAD SOCIAL,130,9,1,213202,0,213202,233919.43
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,16004,CUOTAS ELKARKIDETZA,130,9,1,16692,0,16692,16752.18
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,21301,CONSERVACION MATERIAL DE TRANSPORTE,130,9,2,120000,0,120000,74778.39
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22104,SUMINISTRO DE COMBUSTIBLES Y CARBURANTES,130,9,2,400000,0,400000,265340.82
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22199,OTROS SUMINISTROS,130,9,2,10000,0,10000,0
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22402,SEGUROS DE VEHICULOS,130,9,2,400000,0,400000,302640.11
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22504,TRIBUTOS ESTATALES,130,9,2,0,0,0,191.45
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22603,PUBLICIDAD Y PROPAGANDA,130,9,2,5000,0,5000,4689.96
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22610,INDEMNIZACIONES,130,9,2,2000,0,2000,0
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22699,OTROS GASTOS DIVERSOS,130,9,2,16000,0,16000,1899.88
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22707,ESTUDIOS Y TRABAJOS TECNICOS,130,9,2,25000,0,25000,73412.6
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22712,SERVICIOS INFORMATICOS,130,9,2,22000,0,22000,18876
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,22717,SERVICIOS DE AGENCIAS DE VIAJES,130,9,2,1000,0,1000,0
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,23001,"DIETAS, LOCOMOCION Y TRASLADO DEL PERSONAL",130,9,2,10000,0,10000,308.2
130,ECONOMÍA Y HACIENDA,9205,OTROS SERVICIOS COMUNES DE LA ENTIDAD MUNICIPAL,62601,EQUIPOS PARA PROCESOS DE INFORMACION DESTINADOS AL SERVICIO PUBLICO,130,9,6,0,0,0,21368.6
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12001,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,130,9,1,394040,0,394040,309219.43
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12101,COMPLEMENTO DE DESTINO,130,9,1,149506,0,149506,171918.32
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12102,COMPLEMENTO ESPECIFICO,130,9,1,438417,0,438417,472162.62
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12103,COMPLEMENTO DE PRODUCTIVIDAD,130,9,1,70050,0,70050,79541.7
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12104,GRATIFICACIONES,130,9,1,8320,0,8320,38493.61
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,12105,PRESTACIONES Y COMPLEMENTOS POR INCAPACIDAD TEMPORAL,130,9,1,0,0,0,69104.25
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,16001,SEGURIDAD SOCIAL,130,9,1,274631,0,274631,252220.79
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,16004,CUOTAS ELKARKIDETZA,130,9,1,23242,0,23242,23558.96
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,20901,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,130,9,2,4000,0,4000,0
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,21101,CONSERVACION EDIFICIOS Y OTRAS CONSTRUCCIONES,130,9,2,5375847,-300000,5075847,4580033.43
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,21401,CONSERVACION MOBILIARIO Y ENSERES,130,9,2,120000,-202.45,119797.55,66972.97
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,21901,CONSERVACION DE OTRO INMOVILIZADO MATERIAL,130,9,2,0,0,0,1095.05
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22001,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,130,9,2,330000,0,330000,159506.9
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22002,"PRENSA, REVISTA, LIBROS Y OTRAS PUBLICACIONES",130,9,2,165000,202.45,165202.45,160984.41
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22003,MATERIAL INFORMATICO NO INVENTARIABLE,130,9,2,234000,0,234000,232990.97
130,ECONOMÍA Y HACIENDA,9209,GASTOS COMUNES DE LOS DIFERENTES SERVICIOS,22101,SUMINISTRO DE ENERGIA ELECTRICA,130,9,2,2300000,0,2300000,1749595.78
